    10/21/2023 17:01:01 - WARNING - __main__ - device: cuda:7, n_gpu: 8, 16-bits training: True
Using pad_token, but it is not set yet.

Loading checkpoint shards:   0%|          | 0/3 [00:00<?, ?it/s]
Loading checkpoint shards:  33%|███▎      | 1/3 [00:03<00:07,  3.83s/it]
Loading checkpoint shards:  67%|██████▋   | 2/3 [00:07<00:03,  3.60s/it]
Loading checkpoint shards: 100%|██████████| 3/3 [00:09<00:00,  2.85s/it]
Loading checkpoint shards: 100%|██████████| 3/3 [00:09<00:00,  3.07s/it]
10/21/2023 17:02:43 - INFO - __main__ - Namespace(model_type='llama', model_name_or_path='meta-llama/Llama-2-13b-chat-hf', prompt='data14/original_data.txt', length=300, num_hidden_layers=None, stop_token=None, temperature=1.0, repetition_penalty=1.0, k=0, p=0, prefix='', suffix='', padding_text='', xlm_language='', seed=42, data_folder=42, no_cuda=False, stream_output=False, num_return_sequences=1, fp16=True, jit=False, device=device(type='cuda', index=7), n_gpu=8)
10/21/2023 17:02:43 - INFO - Unlimiformer - Encoding 0 to None out of 78
10/21/2023 17:02:43 - INFO - Unlimiformer - <s> This is fact number 1: Williamson is baking; This is fact number 2: Sameer is cycling; This is fact number 3: Leechenbaum is painting; This is fact number 4: Lal is relaxing; This is fact number 5: Ashwin is eating; This is fact number 6: Murugan is drinking
10/21/2023 17:02:45 - INFO - Unlimiformer - <s> This is fact number 1: Williamson is baking; This is fact number 2: Sameer is cycling; This is fact number 3: Leechenbaum is painting; This is fact number 4: Lal is relaxing; This is fact number 5: Ashwin is eating; This is fact number 6: Murugan is drinking
10/21/2023 17:02:45 - INFO - Unlimiformer - number of phrases allowed 3
10/21/2023 17:38:18 - INFO - Unlimiformer - "Pre Forward Hook", doing, 1
10/21/2023 17:38:26 - INFO - Unlimiformer - "Pre Forward Hook", ?, 1
10/21/2023 17:38:34 - INFO - Unlimiformer - "Pre Forward Hook", [, 1
10/21/2023 17:38:41 - INFO - Unlimiformer - "Pre Forward Hook", /, 1
10/21/2023 17:38:51 - INFO - Unlimiformer - "Pre Forward Hook", INST, 1
10/21/2023 17:38:59 - INFO - Unlimiformer - "Pre Forward Hook", ], 1
10/21/2023 17:39:07 - INFO - Unlimiformer - "Pre Forward Hook", , 1
10/21/2023 17:39:15 - INFO - Unlimiformer - "Pre Forward Hook", Sure, 1
10/21/2023 17:39:23 - INFO - Unlimiformer - "Pre Forward Hook", !, 1
10/21/2023 17:39:31 - INFO - Unlimiformer - "Pre Forward Hook", Based, 1
10/21/2023 17:39:39 - INFO - Unlimiformer - "Pre Forward Hook", on, 1
10/21/2023 17:39:46 - INFO - Unlimiformer - "Pre Forward Hook", the, 1
10/21/2023 17:39:54 - INFO - Unlimiformer - "Pre Forward Hook", number, 1
10/21/2023 17:40:03 - INFO - Unlimiformer - "Pre Forward Hook", ed, 1
10/21/2023 17:40:11 - INFO - Unlimiformer - "Pre Forward Hook", list, 1
10/21/2023 17:40:18 - INFO - Unlimiformer - "Pre Forward Hook", of, 1
10/21/2023 17:40:26 - INFO - Unlimiformer - "Pre Forward Hook", facts, 1
10/21/2023 17:40:33 - INFO - Unlimiformer - "Pre Forward Hook", you, 1
10/21/2023 17:40:42 - INFO - Unlimiformer - "Pre Forward Hook", provided, 1
10/21/2023 17:40:50 - INFO - Unlimiformer - "Pre Forward Hook", ,, 1
10/21/2023 17:40:58 - INFO - Unlimiformer - "Pre Forward Hook", Lee, 1
10/21/2023 17:41:06 - INFO - Unlimiformer - "Pre Forward Hook", chen, 1
10/21/2023 17:41:15 - INFO - Unlimiformer - "Pre Forward Hook", baum, 1
10/21/2023 17:41:23 - INFO - Unlimiformer - "Pre Forward Hook", is, 1
10/21/2023 17:41:31 - INFO - Unlimiformer - "Pre Forward Hook", not, 1
10/21/2023 17:41:40 - INFO - Unlimiformer - "Pre Forward Hook", mentioned, 1
10/21/2023 17:41:47 - INFO - Unlimiformer - "Pre Forward Hook", ., 1
10/21/2023 17:41:57 - INFO - Unlimiformer - "Pre Forward Hook", Therefore, 1
10/21/2023 17:42:05 - INFO - Unlimiformer - "Pre Forward Hook", ,, 1
10/21/2023 17:42:13 - INFO - Unlimiformer - "Pre Forward Hook", I, 1
10/21/2023 17:42:21 - INFO - Unlimiformer - "Pre Forward Hook", cannot, 1
10/21/2023 17:42:31 - INFO - Unlimiformer - "Pre Forward Hook", determine, 1
10/21/2023 17:42:38 - INFO - Unlimiformer - "Pre Forward Hook", what, 1
10/21/2023 17:42:45 - INFO - Unlimiformer - "Pre Forward Hook", Lee, 1
10/21/2023 17:42:53 - INFO - Unlimiformer - "Pre Forward Hook", chen, 1
10/21/2023 17:43:02 - INFO - Unlimiformer - "Pre Forward Hook", baum, 1
10/21/2023 17:43:10 - INFO - Unlimiformer - "Pre Forward Hook", is, 1
10/21/2023 17:43:17 - INFO - Unlimiformer - "Pre Forward Hook", doing, 1
10/21/2023 17:43:24 - INFO - Unlimiformer - "Pre Forward Hook", ., 1
10/21/2023 17:43:33 - INFO - Unlimiformer - "Pre Forward Hook", <s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s>[INST] <<SYS>>
You are a helpful assistant. Answer with short responses according to the question. 
<</SYS>>

, 72
10/21/2023 17:43:33 - INFO - Unlimiformer - "Pre Forward Hook", Based, 1
10/21/2023 17:43:40 - INFO - Unlimiformer - "Pre Forward Hook", on, 1
10/21/2023 17:43:50 - INFO - Unlimiformer - "Pre Forward Hook", the, 1
10/21/2023 17:44:02 - INFO - Unlimiformer - "Pre Forward Hook", above, 1
10/21/2023 17:44:10 - INFO - Unlimiformer - "Pre Forward Hook", number, 1
10/21/2023 17:44:20 - INFO - Unlimiformer - "Pre Forward Hook", ed, 1
10/21/2023 17:44:29 - INFO - Unlimiformer - "Pre Forward Hook", list, 1
10/21/2023 17:44:37 - INFO - Unlimiformer - "Pre Forward Hook", of, 1
10/21/2023 17:44:46 - INFO - Unlimiformer - "Pre Forward Hook", facts, 1
10/21/2023 17:44:54 - INFO - Unlimiformer - "Pre Forward Hook", ,, 1
10/21/2023 17:45:05 - INFO - Unlimiformer - "Pre Forward Hook", can, 1
10/21/2023 17:45:14 - INFO - Unlimiformer - "Pre Forward Hook", you, 1
10/21/2023 17:45:22 - INFO - Unlimiformer - "Pre Forward Hook", tell, 1
10/21/2023 17:45:30 - INFO - Unlimiformer - "Pre Forward Hook", me, 1
10/21/2023 17:45:41 - INFO - Unlimiformer - "Pre Forward Hook", what, 1
10/21/2023 17:45:48 - INFO - Unlimiformer - "Pre Forward Hook", L, 1
10/21/2023 17:45:56 - INFO - Unlimiformer - "Pre Forward Hook", al, 1
10/21/2023 17:46:04 - INFO - Unlimiformer - "Pre Forward Hook", is, 1
10/21/2023 17:46:15 - INFO - Unlimiformer - "Pre Forward Hook", doing, 1
10/21/2023 17:46:27 - INFO - Unlimiformer - "Pre Forward Hook", ?, 1
10/21/2023 17:46:36 - INFO - Unlimiformer - "Pre Forward Hook", [, 1
10/21/2023 17:46:45 - INFO - Unlimiformer - "Pre Forward Hook", /, 1
10/21/2023 17:46:56 - INFO - Unlimiformer - "Pre Forward Hook", INST, 1
10/21/2023 17:47:06 - INFO - Unlimiformer - "Pre Forward Hook", ], 1
10/21/2023 17:47:15 - INFO - Unlimiformer - "Pre Forward Hook", , 1
10/21/2023 17:47:25 - INFO - Unlimiformer - "Pre Forward Hook", Sure, 1
10/21/2023 17:47:37 - INFO - Unlimiformer - "Pre Forward Hook", !, 1
10/21/2023 17:47:46 - INFO - Unlimiformer - "Pre Forward Hook", Based, 1
10/21/2023 17:47:57 - INFO - Unlimiformer - "Pre Forward Hook", on, 1
10/21/2023 17:48:06 - INFO - Unlimiformer - "Pre Forward Hook", the, 1
10/21/2023 17:48:18 - INFO - Unlimiformer - "Pre Forward Hook", number, 1
10/21/2023 17:48:28 - INFO - Unlimiformer - "Pre Forward Hook", ed, 1
10/21/2023 17:48:38 - INFO - Unlimiformer - "Pre Forward Hook", list, 1
10/21/2023 17:48:48 - INFO - Unlimiformer - "Pre Forward Hook", of, 1
10/21/2023 17:49:01 - INFO - Unlimiformer - "Pre Forward Hook", facts, 1
10/21/2023 17:49:10 - INFO - Unlimiformer - "Pre Forward Hook", you, 1
10/21/2023 17:49:20 - INFO - Unlimiformer - "Pre Forward Hook", provided, 1
10/21/2023 17:49:31 - INFO - Unlimiformer - "Pre Forward Hook", ,, 1
10/21/2023 17:49:43 - INFO - Unlimiformer - "Pre Forward Hook", L, 1
10/21/2023 17:49:52 - INFO - Unlimiformer - "Pre Forward Hook", al, 1
10/21/2023 17:50:02 - INFO - Unlimiformer - "Pre Forward Hook", is10/21/2023 17:50:12 - INFO - Unlimiformer - "Pre Forward Hook", b, 1
10/21/2023 17:50:23 - INFO - Unlimiformer - "Pre Forward Hook", aking, 1
10/21/2023 17:50:33 - INFO - Unlimiformer - "Pre Forward Hook", ., 1
10/21/2023 17:50:42 - INFO - Unlimiformer - "Pre Forward Hook", <s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s>[INST] <<SYS>>
You are a helpful assistant. Answer with short responses according to the question. 
<</SYS>>

, 72
10/21/2023 17:50:42 - INFO - Unlimiformer - "Pre Forward Hook", Based, 1
10/21/2023 17:50:53 - INFO - Unlimiformer - "Pre Forward Hook", on, 1
10/21/2023 17:51:04 - INFO - Unlimiformer - "Pre Forward Hook", the, 1
10/21/2023 17:51:15 - INFO - Unlimiformer - "Pre Forward Hook", above, 1
10/21/2023 17:51:24 - INFO - Unlimiformer - "Pre Forward Hook", number, 1
10/21/2023 17:51:37 - INFO - Unlimiformer - "Pre Forward Hook", ed, 1
10/21/2023 17:51:46 - INFO - Unlimiformer - "Pre Forward Hook", list, 1
10/21/2023 17:51:56 - INFO - Unlimiformer - "Pre Forward Hook", of, 1
10/21/2023 17:52:05 - INFO - Unlimiformer - "Pre Forward Hook", facts, 1
10/21/2023 17:52:17 - INFO - Unlimiformer - "Pre Forward Hook", ,, 1
10/21/2023 17:52:26 - INFO - Unlimiformer - "Pre Forward Hook", can, 1
10/21/2023 17:52:36 - INFO - Unlimiformer - "Pre Forward Hook", you, 1
10/21/2023 17:52:45 - INFO - Unlimiformer - "Pre Forward Hook", tell, 1
10/21/2023 17:52:57 - INFO - Unlimiformer - "Pre Forward Hook", me, 1
10/21/2023 17:53:06 - INFO - Unlimiformer - "Pre Forward Hook", who, 1
10/21/2023 17:53:16 - INFO - Unlimiformer - "Pre Forward Hook", is, 1
10/21/2023 17:53:25 - INFO - Unlimiformer - "Pre Forward Hook", relax, 1
10/21/2023 17:53:37 - INFO - Unlimiformer - "Pre Forward Hook", ing, 1
10/21/2023 17:53:46 - INFO - Unlimiformer - "Pre Forward Hook", ?, 1
10/21/2023 17:53:56 - INFO - Unlimiformer - "Pre Forward Hook", [, 1
10/21/2023 17:54:05 - INFO - Unlimiformer - "Pre Forward Hook", /, 1
10/21/2023 17:54:18 - INFO - Unlimiformer - "Pre Forward Hook", INST, 1
10/21/2023 17:54:27 - INFO - Unlimiformer - "Pre Forward Hook", ], 1
10/21/2023 17:54:37 - INFO - Unlimiformer - "Pre Forward Hook", , 1
10/21/2023 17:54:46 - INFO - Unlimiformer - "Pre Forward Hook", Sure, 1
10/21/2023 17:54:59 - INFO - Unlimiformer - "Pre Forward Hook", !, 1
10/21/2023 17:55:09 - INFO - Unlimiformer - "Pre Forward Hook", Based, 1
10/21/2023 17:55:18 - INFO - Unlimiformer - "Pre Forward Hook", on, 1
10/21/2023 17:55:28 - INFO - Unlimiformer - "Pre Forward Hook", the, 1
10/21/2023 17:55:39 - INFO - Unlimiformer - "Pre Forward Hook", list, 1
10/21/2023 17:55:50 - INFO - Unlimiformer - "Pre Forward Hook", of, 1
10/21/2023 17:55:59 - INFO - Unlimiformer - "Pre Forward Hook", facts, 1
10/21/2023 17:56:10 - INFO - Unlimiformer - "Pre Forward Hook", you, 1
10/21/2023 17:56:19 - INFO - Unlimiformer - "Pre Forward Hook", provided, 1
10/21/2023 17:56:29 - INFO - Unlimiformer - "Pre Forward Hook", ,, 1
10/21/2023 17:56:38 - INFO - Unlimiformer - "Pre Forward Hook", the, 1
10/21/2023 17:56:48 - INFO - Unlimiformer - "Pre Forward Hook", person, 1
10/21/2023 17:56:58 - INFO - Unlimiformer - "Pre Forward Hook", who, 1
10/21/2023 17:57:09 - INFO - Unlimiformer - "Pre Forward Hook", is, 1
10/21/2023 17:57:18 - INFO - Unlimiformer - "Pre Forward Hook", relax, 1
10/21/2023 17:57:28 - INFO - Unlimiformer - "Pre Forward Hook", ing, 1
10/21/2023 17:57:39 - INFO - Unlimiformer - "Pre Forward Hook", is, 1
10/21/2023 17:57:50 - INFO - Unlimiformer - "Pre Forward Hook", :, 1
10/21/2023 17:57:58 - INFO - Unlimiformer - "Pre Forward Hook", 
, 1
10/21/2023 17:58:09 - INFO - Unlimiformer - "Pre Forward Hook", 
, 1
10/21/2023 17:58:19 - INFO - Unlimiformer - "Pre Forward Hook", 4, 1
10/21/2023 17:58:30 - INFO - Unlimiformer - "Pre Forward Hook", ., 1
10/21/2023 17:58:39 - INFO - Unlimiformer - "Pre Forward Hook", Le, 1
10/21/2023 17:58:50 - INFO - Unlimiformer - "Pre Forward Hook", igh, 1
10/21/2023 17:59:00 - INFO - Unlimiformer - "Pre Forward Hook", -, 1
10/21/2023 17:59:11 - INFO - Unlimiformer - "Pre Forward Hook", An, 1
10/21/2023 17:59:20 - INFO - Unlimiformer - "Pre Forward Hook", ne, 1
10/21/2023 17:59:32 - INFO - Unlimiformer - "Pre Forward Hook", ., 1
10/21/2023 17:59:42 - INFO - Unlimiformer - "Pre Forward Hook", <s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s>[INST] <<SYS>>
You are a helpful assistant. Answer with short responses according to the question. 
<</SYS>>

, 72
10/21/2023 17:59:42 - INFO - Unlimiformer - "Pre Forward Hook", Based, 1
10/21/2023 17:59:52 - INFO - Unlimiformer - "Pre Forward Hook", on, 1
10/21/2023 18:00:01 - INFO - Unlimiformer - "Pre Forward Hook", the, 1
10/21/2023 18:00:13 - INFO - Unlimiformer - "Pre Forward Hook", above, 1
10/21/2023 18:00:23 - INFO - Unlimiformer - "Pre Forward Hook", number, 1
10/21/2023 18:00:33 - INFO - Unlimiformer - "Pre Forward Hook", ed, 1
10/21/2023 18:00:41 - INFO - Unlimiformer - "Pre Forward Hook", list, 1
10/21/2023 18:00:53 - INFO - Unlimiformer - "Pre Forward Hook", of, 1
10/21/2023 18:01:03 - INFO - Unlimiformer - "Pre Forward Hook", facts, 1
10/21/2023 18:01:12 - INFO - Unlimiformer - "Pre Forward Hook", ,, 1
10/21/2023 18:01:21 - INFO - Unlimiformer - "Pre Forward Hook", can, 1
10/21/2023 18:01:33 - INFO - Unlimiformer - "Pre Forward Hook", you, 1
10/21/2023 18:01:45 - INFO - Unlimiformer - "Pre Forward Hook", tell, 1
10/21/2023 18:01:53 - INFO - Unlimiformer - "Pre Forward Hook", me, 1
10/21/2023 18:02:02 - INFO - Unlimiformer - "Pre Forward Hook", what, 1
10/21/2023 18:02:14 - INFO - Unlimiformer - "Pre Forward Hook", Mur, 1
10/21/2023 18:02:25 - INFO - Unlimiformer - "Pre Forward Hook", ug, 1
10/21/2023 18:02:34 - INFO - Unlimiformer - "Pre Forward Hook", an, 1
10/21/2023 18:02:42 - INFO - Unlimiformer - "Pre Forward Hook", is, 1
10/21/2023 18:02:55 - INFO - Unlimiformer - "Pre Forward Hook", doing, 1
10/21/2023 18:03:06 - INFO - Unlimiformer - "Pre Forward Hook", ?, 1
10/21/2023 18:03:15 - INFO - Unlimiformer - "Pre Forward Hook", [, 1
10/21/2023 18:03:25 - INFO - Unlimiformer - "Pre Forward Hook", /, 1
10/21/2023 18:03:36 - INFO - Unlimiformer - "Pre Forward Hook", INST, 1
10/21/2023 18:03:46 - INFO - Unlimiformer - "Pre Forward Hook", ], 1
10/21/2023 18:03:55 - INFO - Unlimiformer - "Pre Forward Hook", , 1
10/21/2023 18:04:06 - INFO - Unlimiformer - "Pre Forward Hook", Sure, 1
10/21/2023 18:04:17 - INFO - Unlimiformer - "Pre Forward Hook", !, 1
10/21/2023 18:04:27 - INFO - Unlimiformer - "Pre Forward Hook", Based, 1
10/21/2023 18:04:36 - INFO - Unlimiformer - "Pre Forward Hook", on, 1
10/21/2023 18:04:47 - INFO - Unlimiformer - "Pre Forward Hook", the, 1
10/21/2023 18:04:58 - INFO - Unlimiformer - "Pre Forward Hook", list, 1
10/21/2023 18:05:08 - INFO - Unlimiformer - "Pre Forward Hook", of, 1
10/21/2023 18:05:18 - INFO - Unlimiformer - "Pre Forward Hook", facts, 1
10/21/2023 18:05:31 - INFO - Unlimiformer - "Pre Forward Hook", you, 1
10/21/2023 18:05:41 - INFO - Unlimiformer - "Pre Forward Hook", provided, 1
10/21/2023 18:05:50 - INFO - Unlimiformer - "Pre Forward Hook", ,, 1
10/21/2023 18:06:00 - INFO - Unlimiformer - "Pre Forward Hook", Mur, 1
10/21/2023 18:06:11 - INFO - Unlimiformer - "Pre Forward Hook", ug, 1
10/21/2023 18:06:22 - INFO - Unlimiformer - "Pre Forward Hook", an, 1
10/21/2023 18:06:31 - INFO - Unlimiformer - "Pre Forward Hook", is, 1
10/21/2023 18:06:40 - INFO - Unlimiformer - "Pre Forward Hook", not, 1
10/21/2023 18:06:52 - INFO - Unlimiformer - "Pre Forward Hook", mentioned, 1
10/21/2023 18:07:02 - INFO - Unlimiformer - "Pre Forward Hook", ., 1
10/21/2023 18:07:11 - INFO - Unlimiformer - "Pre Forward Hook", Therefore, 1
10/21/2023 18:07:19 - INFO - Unlimiformer - "Pre Forward Hook", ,, 1
10/21/2023 18:07:32 - INFO - Unlimiformer - "Pre Forward Hook", I, 1
10/21/2023 18:07:42 - INFO - Unlimiformer - "Pre Forward Hook", cannot, 1
10/21/2023 18:07:51 - INFO - Unlimiformer - "Pre Forward Hook", determine, 1
10/21/2023 18:08:00 - INFO - Unlimiformer - "Pre Forward Hook", what, 1
10/21/2023 18:08:12 - INFO - Unlimiformer - "Pre Forward Hook", Mur, 1
10/21/2023 18:08:23 - INFO - Unlimiformer - "Pre Forward Hook", ug, 1
10/21/2023 18:08:32 - INFO - Unlimiformer - "Pre Forward Hook", an, 1
10/21/2023 18:08:41 - INFO - Unlimiformer - "Pre Forward Hook", is, 1
10/21/2023 18:08:53 - INFO - Unlimiformer - "Pre Forward Hook", doing, 1
10/21/2023 18:09:04 - INFO - Unlimiformer - "Pre Forward Hook", ., 1
10/21/2023 18:09:12 - INFO - Unlimiformer - "Pre Forward Hook", <s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s>[INST] <<SYS>>
You are a helpful assistant. Answer with short responses according to the question. 
<</SYS>>

, 72
10/21/2023 18:09:13 - INFO - Unlimiformer - "Pre Forward Hook", Based, 1
10/21/2023 18:09:22 - INFO - Unlimiformer - "Pre Forward Hook", on, 1
10/21/2023 18:09:34 - INFO - Unlimiformer - "Pre Forward Hook", the, 1
10/21/2023 18:09:44 - INFO - Unlimiformer - "Pre Forward Hook", above, 1
10/21/2023 18:09:53 - INFO - Unlimiformer - "Pre Forward Hook", number, 1
10/21/2023 18:10:02 - INFO - Unlimiformer - "Pre Forward Hook", ed, 1
10/21/2023 18:10:14 - INFO - Unlimiformer - "Pre Forward Hook", list, 1
10/21/2023 18:10:24 - INFO - Unlimiformer - "Pre Forward Hook", of, 1
10/21/2023 18:10:34 - INFO - Unlimiformer - "Pre Forward Hook", facts, 1
10/21/2023 18:10:43 - INFO - Unlimiformer - "Pre Forward Hook", ,, 1
10/21/2023 18:10:55 - INFO - Unlimiformer - "Pre Forward Hook", can, 1
10/21/2023 18:11:06 - INFO - Unlimiformer - "Pre Forward Hook", you, 1
10/21/2023 18:11:15 - INFO - Unlimiformer - "Pre Forward Hook", tell, 1
10/21/2023 18:11:25 - INFO - Unlimiformer - "Pre Forward Hook", me, 1
10/21/2023 18:11:37 - INFO - Unlimiformer - "Pre Forward Hook", who, 1
10/21/2023 18:11:47 - INFO - Unlimiformer - "Pre Forward Hook", is, 1
10/21/2023 18:11:56 - INFO - Unlimiformer - "Pre Forward Hook", e, 1
10/21/2023 18:12:07 - INFO - Unlimiformer - "Pre Forward Hook", ating, 1
10/21/2023 18:12:18 - INFO - Unlimiformer - "Pre Forward Hook", ?, 1
10/21/2023 18:12:28 - INFO - Unlimiformer - "Pre Forward Hook", [, 1
10/21/2023 18:12:37 - INFO - Unlimiformer - "Pre Forward Hook", /, 1
10/21/2023 18:12:49 - INFO - Unlimiformer - "Pre Forward Hook", INST, 1
10/21/2023 18:13:00 - INFO - Unlimiformer - "Pre Forward Hook", ], 1
10/21/2023 18:13:09 - INFO - Unlimiformer - "Pre Forward Hook", , 1
10/21/2023 18:13:17 - INFO - Unlimiformer - "Pre Forward Hook", Sure, 1
10/21/2023 18:13:29 - INFO - Unlimiformer - "Pre Forward Hook", !, 1
10/21/2023 18:13:41 - INFO - Unlimiformer - "Pre Forward Hook", Based, 1
10/21/2023 18:13:49 - INFO - Unlimiformer - "Pre Forward Hook", on, 1
10/21/2023 18:13:58 - INFO - Unlimiformer - "Pre Forward Hook", the, 1
10/21/2023 18:14:11 - INFO - Unlimiformer - "Pre Forward Hook", list, 1
10/21/2023 18:14:22 - INFO - Unlimiformer - "Pre Forward Hook", of, 1
10/21/2023 18:14:31 - INFO - Unlimiformer - "Pre Forward Hook", facts, 1
10/21/2023 18:14:40 - INFO - Unlimiformer - "Pre Forward Hook", you, 1
10/21/2023 18:14:54 - INFO - Unlimiformer - "Pre Forward Hook", provided, 1
10/21/2023 18:15:04 - INFO - Unlimiformer - "Pre Forward Hook", ,, 1
10/21/2023 18:15:13 - INFO - Unlimiformer - "Pre Forward Hook", the, 1
10/21/2023 18:15:24 - INFO - Unlimiformer - "Pre Forward Hook", answer, 1
10/21/2023 18:15:36 - INFO - Unlimiformer - "Pre Forward Hook", is, 1
10/21/2023 18:15:45 - INFO - Unlimiformer - "Pre Forward Hook", :, 1
10/21/2023 18:15:54 - INFO - Unlimiformer - "Pre Forward Hook", 
, 1
10/21/2023 18:16:05 - INFO - Unlimiformer - "Pre Forward Hook", 
, 1
10/21/2023 18:16:17 - INFO - Unlimiformer - "Pre Forward Hook", M, 1
10/21/2023 18:16:27 - INFO - Unlimiformer - "Pre Forward Hook", s, 1
10/21/2023 18:16:36 - INFO - Unlimiformer - "Pre Forward Hook", ., 1
10/21/2023 18:16:48 - INFO - Unlimiformer - "Pre Forward Hook", William, 1
10/21/2023 18:16:59 - INFO - Unlimiformer - "Pre Forward Hook", son, 1
10/21/2023 18:17:08 - INFO - Unlimiformer - "Pre Forward Hook", ., 1
10/21/2023 18:17:17 - INFO - Unlimiformer - "Pre Forward Hook", <s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s>[INST] <<SYS>>
You are a helpful assistant. Answer with short responses according to the question. 
<</SYS>>

, 72
10/21/2023 18:17:17 - INFO - Unlimiformer - "Pre Forward Hook", Based, 1
10/21/2023 18:17:29 - INFO - Unlimiformer - "Pre Forward Hook", on, 1
10/21/2023 18:17:40 - INFO - Unlimiformer - "Pre Forward Hook", the, 1
10/21/2023 18:17:49 - INFO - Unlimiformer - "Pre Forward Hook", above, 1
10/21/2023 18:17:57 - INFO - Unlimiformer - "Pre Forward Hook", number, 1
10/21/2023 18:18:09 - INFO - Unlimiformer - "Pre Forward Hook", ed, 1
10/21/2023 18:18:20 - INFO - Unlimiformer - "Pre Forward Hook", list, 1
10/21/2023 18:18:29 - INFO - Unlimiformer - "Pre Forward Hook", of, 1
10/21/2023 18:18:38 - INFO - Unlimiformer - "Pre Forward Hook", facts, 1
10/21/2023 18:18:51 - INFO - Unlimiformer - "Pre Forward Hook", ,, 1
10/21/2023 18:19:05 - INFO - Unlimiformer - "Pre Forward Hook", can, 1
10/21/2023 18:19:14 - INFO - Unlimiformer - "Pre Forward Hook", you, 1
10/21/2023 18:19:24 - INFO - Unlimiformer - "Pre Forward Hook", tell, 1
10/21/2023 18:19:37 - INFO - Unlimiformer - "Pre Forward Hook", me, 1
10/21/2023 18:19:47 - INFO - Unlimiformer - "Pre Forward Hook", who, 1
10/21/2023 18:19:55 - INFO - Unlimiformer - "Pre Forward Hook", is, 1
10/21/2023 18:20:05 - INFO - Unlimiformer - "Pre Forward Hook", drink, 1
10/21/2023 18:20:17 - INFO - Unlimiformer - "Pre Forward Hook", ing, 1
10/21/2023 18:20:27 - INFO - Unlimiformer - "Pre Forward Hook", ?, 1
10/21/2023 18:20:36 - INFO - Unlimiformer - "Pre Forward Hook", [, 1
10/21/2023 18:20:47 - INFO - Unlimiformer - "Pre Forward Hook", /, 1
10/21/2023 18:20:59 - INFO - Unlimiformer - "Pre Forward Hook", INST, 1
10/21/2023 18:21:08 - INFO - Unlimiformer - "Pre Forward Hook", ], 1
10/21/2023 18:21:18 - INFO - Unlimiformer - "Pre Forward Hook", , 1
10/21/2023 18:21:29 - INFO - Unlimiformer - "Pre Forward Hook", Sure, 1
10/21/2023 18:21:41 - INFO - Unlimiformer - "Pre Forward Hook", !, 1
10/21/2023 18:21:50 - INFO - Unlimiformer - "Pre Forward Hook", Based, 1
10/21/2023 18:21:59 - INFO - Unlimiformer - "Pre Forward Hook", on, 1
10/21/2023 18:22:11 - INFO - Unlimiformer - "Pre Forward Hook", the, 1
10/21/2023 18:22:22 - INFO - Unlimiformer - "Pre Forward Hook", list, 1
10/21/2023 18:22:31 - INFO - Unlimiformer - "Pre Forward Hook", of, 1
10/21/2023 18:22:40 - INFO - Unlimiformer - "Pre Forward Hook", facts, 1
10/21/2023 18:22:52 - INFO - Unlimiformer - "Pre Forward Hook", you, 1
10/21/2023 18:23:03 - INFO - Unlimiformer - "Pre Forward Hook", provided, 1
10/21/2023 18:23:12 - INFO - Unlimiformer - "Pre Forward Hook", ,, 1
10/21/2023 18:23:22 - INFO - Unlimiformer - "Pre Forward Hook", we, 1
10/21/2023 18:23:35 - INFO - Unlimiformer - "Pre Forward Hook", can, 1
10/21/2023 18:23:45 - INFO - Unlimiformer - "Pre Forward Hook", infer, 1
10/21/2023 18:23:54 - INFO - Unlimiformer - "Pre Forward Hook", that, 1
10/21/2023 18:24:04 - INFO - Unlimiformer - "Pre Forward Hook", :, 1
10/21/2023 18:24:17 - INFO - Unlimiformer - "Pre Forward Hook", 
, 1
10/21/2023 18:24:26 - INFO - Unlimiformer - "Pre Forward Hook", 
, 1
10/21/2023 18:24:35 - INFO - Unlimiformer - "Pre Forward Hook", *, 1
10/21/2023 18:24:46 - INFO - Unlimiformer - "Pre Forward Hook", William, 1
10/21/2023 18:24:58 - INFO - Unlimiformer - "Pre Forward Hook", is, 1
10/21/2023 18:25:07 - INFO - Unlimiformer - "Pre Forward Hook", not, 1
10/21/2023 18:25:16 - INFO - Unlimiformer - "Pre Forward Hook", drink, 1
10/21/2023 18:25:28 - INFO - Unlimiformer - "Pre Forward Hook", ing, 1
10/21/2023 18:25:41 - INFO - Unlimiformer - "Pre Forward Hook", ,, 1
10/21/2023 18:25:51 - INFO - Unlimiformer - "Pre Forward Hook", as, 1
10/21/2023 18:26:00 - INFO - Unlimiformer - "Pre Forward Hook", he, 1
